Sr. No,Date Time,Slots occupied,Target,Parking Availability,Car Type
1519,04-01-2024 11:54,0,0.00%,No,SUV
1520,04-01-2024 11:57,0,0.00%,No,SUV
1521,04-01-2024 12:00,0,0.00%,No,SUV
1522,04-01-2024 12:03,0,0.00%,No,SUV
1523,04-01-2024 12:06,0,0.00%,No,SUV
1524,04-01-2024 12:09,0,0.00%,No,SUV
1525,04-01-2024 12:12,0,0.00%,No,SUV
1526,04-01-2024 12:15,0,0.00%,No,SUV
1527,04-01-2024 12:18,0,0.00%,No,SUV
1528,04-01-2024 12:21,0,0.00%,No,SUV
1529,04-01-2024 12:24,0,0.00%,No,SUV
1530,04-01-2024 12:27,0,0.00%,No,SUV
1531,04-01-2024 12:30,0,0.00%,No,SUV
1532,04-01-2024 12:33,0,0.00%,No,SUV
1533,04-01-2024 12:36,0,0.00%,No,SUV
1534,04-01-2024 12:39,0,0.00%,No,SUV
1535,04-01-2024 12:42,0,0.00%,No,SUV
1536,04-01-2024 12:45,0,0.00%,No,SUV
1537,04-01-2024 12:48,0,0.00%,No,SUV
1538,04-01-2024 12:51,0,0.00%,No,SUV
1539,04-01-2024 12:54,0,0.00%,No,SUV
1540,04-01-2024 12:57,0,0.00%,No,SUV
1541,04-01-2024 13:00,0,0.00%,No,SUV
1542,04-01-2024 13:03,0,0.00%,No,SUV
1543,04-01-2024 13:06,0,0.00%,No,SUV
1544,04-01-2024 13:09,0,0.00%,No,SUV
1545,04-01-2024 13:12,0,0.00%,No,SUV
1546,04-01-2024 13:15,0,0.00%,No,SUV
1547,04-01-2024 13:18,0,0.00%,No,SUV
1548,04-01-2024 13:21,0,0.00%,No,SUV
1549,04-01-2024 13:24,0,0.00%,No,SUV
1550,04-01-2024 13:27,0,0.00%,No,SUV
1551,04-01-2024 13:30,0,0.00%,No,SUV
1552,04-01-2024 13:33,0,0.00%,No,SUV
1553,04-01-2024 13:36,0,0.00%,No,SUV
1554,04-01-2024 13:39,0,0.00%,No,SUV
1555,04-01-2024 13:42,0,0.00%,No,SUV
1556,04-01-2024 13:45,0,0.00%,No,SUV
1557,04-01-2024 13:48,0,0.00%,No,SUV
1558,04-01-2024 13:51,0,0.00%,No,SUV
1559,04-01-2024 13:54,0,0.00%,No,SUV
1560,04-01-2024 13:57,0,0.00%,No,SUV
1561,04-01-2024 14:00,0,0.00%,No,SUV
1562,04-01-2024 14:03,0,0.00%,No,SUV
1563,04-01-2024 14:06,0,0.00%,No,SUV
1564,04-01-2024 14:09,0,0.00%,No,SUV
1565,04-01-2024 14:12,0,0.00%,No,SUV
1566,04-01-2024 14:15,0,0.00%,No,SUV
1567,04-01-2024 14:18,0,0.00%,No,SUV
1568,04-01-2024 14:21,0,0.00%,No,SUV
1569,04-01-2024 14:24,0,0.00%,No,SUV
1570,04-01-2024 14:27,0,0.00%,No,SUV
1571,04-01-2024 14:30,0,0.00%,No,SUV
1572,04-01-2024 14:33,0,0.00%,No,SUV
1573,04-01-2024 14:36,0,0.00%,No,SUV
1574,04-01-2024 14:39,0,0.00%,No,SUV
1575,04-01-2024 14:42,0,0.00%,No,SUV
1576,04-01-2024 14:45,0,0.00%,No,SUV
1577,04-01-2024 14:48,0,0.00%,No,SUV
1578,04-01-2024 14:51,0,0.00%,No,SUV
1579,04-01-2024 14:54,0,0.00%,No,SUV
1580,04-01-2024 14:57,0,0.00%,No,SUV
1581,04-01-2024 15:00,0,0.00%,No,SUV
1582,04-01-2024 15:03,0,0.00%,No,SUV
1583,04-01-2024 15:06,0,0.00%,No,SUV
1584,04-01-2024 15:09,0,0.00%,No,SUV
1585,04-01-2024 15:12,0,0.00%,No,SUV
1586,04-01-2024 15:15,0,0.00%,No,SUV
1587,04-01-2024 15:18,0,0.00%,No,SUV
1588,04-01-2024 15:21,0,0.00%,No,SUV
1589,04-01-2024 15:24,0,0.00%,No,SUV
1590,04-01-2024 15:27,0,0.00%,No,SUV
1591,04-01-2024 15:30,0,0.00%,No,SUV
1592,04-01-2024 15:33,0,0.00%,No,SUV
1593,04-01-2024 15:36,0,0.00%,No,SUV
1594,04-01-2024 15:39,0,0.00%,No,SUV
1595,04-01-2024 15:42,0,0.00%,No,SUV
1596,04-01-2024 15:45,0,0.00%,No,SUV
1597,04-01-2024 15:48,0,0.00%,No,SUV
1598,04-01-2024 15:51,0,0.00%,No,SUV
1599,04-01-2024 15:54,0,0.00%,No,SUV
1600,04-01-2024 15:57,0,0.00%,No,SUV
1601,04-01-2024 16:00,0,0.00%,No,SUV
1602,04-01-2024 16:03,0,0.00%,No,SUV
1603,04-01-2024 16:06,0,0.00%,No,SUV
1604,04-01-2024 16:09,0,0.00%,No,SUV
1605,04-01-2024 16:12,0,0.00%,No,SUV
1606,04-01-2024 16:15,0,0.00%,No,SUV
1607,04-01-2024 16:18,0,0.00%,No,SUV
1608,04-01-2024 16:21,0,0.00%,No,SUV
1609,04-01-2024 16:24,0,0.00%,No,SUV
1610,04-01-2024 16:27,0,0.00%,No,SUV
1611,04-01-2024 16:30,0,0.00%,No,SUV
1612,04-01-2024 16:33,0,0.00%,No,SUV
1613,04-01-2024 16:36,0,0.00%,No,SUV
1614,04-01-2024 16:39,0,0.00%,No,SUV
1615,04-01-2024 16:42,0,0.00%,No,SUV
1616,04-01-2024 16:45,0,0.00%,No,SUV
1617,04-01-2024 16:48,0,0.00%,No,SUV
1618,04-01-2024 16:51,0,0.00%,No,SUV
1619,04-01-2024 16:54,0,0.00%,No,SUV
1620,04-01-2024 16:57,0,0.00%,No,SUV
1621,04-01-2024 17:00,0,0.00%,No,SUV
1622,04-01-2024 17:03,0,0.00%,No,SUV
1623,04-01-2024 17:06,0,0.00%,No,SUV
1624,04-01-2024 17:09,0,0.00%,No,SUV
1625,04-01-2024 17:12,0,0.00%,No,SUV
1626,04-01-2024 17:15,0,0.00%,No,SUV
1627,04-01-2024 17:18,0,0.00%,No,SUV
1628,04-01-2024 17:21,0,0.00%,No,SUV
1629,04-01-2024 17:24,0,0.00%,No,SUV
1630,04-01-2024 17:27,0,0.00%,No,SUV
1631,04-01-2024 17:30,0,0.00%,No,SUV
1632,04-01-2024 17:33,0,0.00%,No,SUV
1633,04-01-2024 17:36,0,0.00%,No,SUV
1634,04-01-2024 17:39,0,0.00%,No,SUV
1635,04-01-2024 17:42,0,0.00%,No,SUV
1636,04-01-2024 17:45,0,0.00%,No,SUV
1637,04-01-2024 17:48,0,0.00%,No,SUV
1638,04-01-2024 17:51,0,0.00%,No,SUV
1639,04-01-2024 17:54,0,0.00%,No,SUV
1640,04-01-2024 17:57,0,0.00%,No,SUV
1641,04-01-2024 18:00,0,0.00%,No,SUV
1642,04-01-2024 18:03,0,0.00%,No,SUV
1643,04-01-2024 18:06,0,0.00%,No,SUV
1644,04-01-2024 18:09,0,0.00%,No,SUV
1645,04-01-2024 18:12,0,0.00%,No,SUV
1646,04-01-2024 18:15,0,0.00%,No,SUV
1647,04-01-2024 18:18,0,0.00%,No,SUV
1648,04-01-2024 18:21,0,0.00%,No,SUV
1649,04-01-2024 18:24,0,0.00%,No,SUV
1650,04-01-2024 18:27,0,0.00%,No,SUV
1651,04-01-2024 18:30,0,0.00%,No,SUV
1652,04-01-2024 18:33,0,0.00%,No,SUV
1653,04-01-2024 18:36,0,0.00%,No,SUV
1654,04-01-2024 18:39,0,0.00%,No,SUV
1655,04-01-2024 18:42,0,0.00%,No,SUV
1656,04-01-2024 18:45,0,0.00%,No,SUV
1657,04-01-2024 18:48,0,0.00%,No,SUV
1658,04-01-2024 18:51,0,0.00%,No,SUV
1659,04-01-2024 18:54,0,0.00%,No,SUV
1660,04-01-2024 18:57,0,0.00%,No,SUV
1661,04-01-2024 19:00,300,100.00%,Yes,SUV
1662,04-01-2024 19:03,300,100.00%,Yes,SUV
1663,04-01-2024 19:06,300,100.00%,Yes,SUV
1664,04-01-2024 19:09,300,100.00%,Yes,SUV
1665,04-01-2024 19:12,300,100.00%,Yes,SUV
1666,04-01-2024 19:15,300,100.00%,Yes,SUV
1667,04-01-2024 19:18,300,100.00%,Yes,SUV
1668,04-01-2024 19:21,300,100.00%,Yes,SUV
1669,04-01-2024 19:24,300,100.00%,Yes,SUV
1670,04-01-2024 19:27,300,100.00%,Yes,SUV
1671,04-01-2024 19:30,300,100.00%,Yes,SUV
1672,04-01-2024 19:33,300,100.00%,Yes,SUV
1673,04-01-2024 19:36,300,100.00%,Yes,SUV
1674,04-01-2024 19:39,300,100.00%,Yes,SUV
1675,04-01-2024 19:42,300,100.00%,Yes,SUV
1676,04-01-2024 19:45,300,100.00%,Yes,SUV
1677,04-01-2024 19:48,300,100.00%,Yes,SUV
1678,04-01-2024 19:51,300,100.00%,Yes,SUV
1679,04-01-2024 19:54,300,100.00%,Yes,SUV
1680,04-01-2024 19:57,300,100.00%,Yes,SUV
1681,04-01-2024 20:00,300,100.00%,Yes,SUV
1682,04-01-2024 20:03,300,100.00%,Yes,SUV
1683,04-01-2024 20:06,300,100.00%,Yes,SUV
1684,04-01-2024 20:09,300,100.00%,Yes,SUV
1685,04-01-2024 20:12,300,100.00%,Yes,SUV
1686,04-01-2024 20:15,300,100.00%,Yes,SUV
1687,04-01-2024 20:18,300,100.00%,Yes,SUV
1688,04-01-2024 20:21,300,100.00%,Yes,SUV
1689,04-01-2024 20:24,300,100.00%,Yes,SUV
1690,04-01-2024 20:27,300,100.00%,Yes,SUV
1691,04-01-2024 20:30,300,100.00%,Yes,SUV
1692,04-01-2024 20:33,300,100.00%,Yes,SUV
1693,04-01-2024 20:36,300,100.00%,Yes,SUV
1694,04-01-2024 20:39,300,100.00%,Yes,SUV
1695,04-01-2024 20:42,300,100.00%,Yes,SUV
1696,04-01-2024 20:45,300,100.00%,Yes,SUV
1697,04-01-2024 20:48,300,100.00%,Yes,SUV
1698,04-01-2024 20:51,300,100.00%,Yes,SUV
1699,04-01-2024 20:54,300,100.00%,Yes,SUV
1700,04-01-2024 20:57,300,100.00%,Yes,SUV
1701,04-01-2024 21:00,300,100.00%,Yes,SUV
1702,04-01-2024 21:03,300,100.00%,Yes,SUV
1703,04-01-2024 21:06,300,100.00%,Yes,SUV
1704,04-01-2024 21:09,300,100.00%,Yes,SUV
1705,04-01-2024 21:12,300,100.00%,Yes,SUV
1706,04-01-2024 21:15,300,100.00%,Yes,SUV
1707,04-01-2024 21:18,300,100.00%,Yes,SUV
1708,04-01-2024 21:21,300,100.00%,Yes,SUV
1709,04-01-2024 21:24,300,100.00%,Yes,SUV
1710,04-01-2024 21:27,300,100.00%,Yes,SUV
1711,04-01-2024 21:30,300,100.00%,Yes,SUV
1712,04-01-2024 21:33,300,100.00%,Yes,SUV
1713,04-01-2024 21:36,300,100.00%,Yes,SUV
1714,04-01-2024 21:39,300,100.00%,Yes,SUV
1715,04-01-2024 21:42,300,100.00%,Yes,SUV
1716,04-01-2024 21:45,300,100.00%,Yes,SUV
1717,04-01-2024 21:48,300,100.00%,Yes,SUV
1718,04-01-2024 21:51,300,100.00%,Yes,SUV
1719,04-01-2024 21:54,300,100.00%,Yes,SUV
1720,04-01-2024 21:57,300,100.00%,Yes,SUV
1721,04-01-2024 22:00,300,100.00%,Yes,SUV
1722,04-01-2024 22:03,300,100.00%,Yes,SUV
1723,04-01-2024 22:06,300,100.00%,Yes,SUV
1724,04-01-2024 22:09,300,100.00%,Yes,SUV
1725,04-01-2024 22:12,300,100.00%,Yes,SUV
1726,04-01-2024 22:15,300,100.00%,Yes,SUV
1727,04-01-2024 22:18,300,100.00%,Yes,SUV
1728,04-01-2024 22:21,300,100.00%,Yes,SUV
1729,04-01-2024 22:24,300,100.00%,Yes,SUV
1730,04-01-2024 22:27,300,100.00%,Yes,SUV
1731,04-01-2024 22:30,300,100.00%,Yes,SUV
1732,04-01-2024 22:33,300,100.00%,Yes,SUV
1733,04-01-2024 22:36,300,100.00%,Yes,SUV
1734,04-01-2024 22:39,300,100.00%,Yes,SUV
1735,04-01-2024 22:42,300,100.00%,Yes,SUV
1736,04-01-2024 22:45,300,100.00%,Yes,SUV
1737,04-01-2024 22:48,300,100.00%,Yes,SUV
1738,04-01-2024 22:51,300,100.00%,Yes,SUV
1739,04-01-2024 22:54,300,100.00%,Yes,SUV
1740,04-01-2024 22:57,300,100.00%,Yes,SUV
1741,04-01-2024 23:00,300,100.00%,Yes,SUV
1742,04-01-2024 23:03,300,100.00%,Yes,SUV
1743,04-01-2024 23:06,300,100.00%,Yes,SUV
1744,04-01-2024 23:09,300,100.00%,Yes,SUV
1745,04-01-2024 23:12,300,100.00%,Yes,SUV
1746,04-01-2024 23:15,300,100.00%,Yes,SUV
1747,04-01-2024 23:18,300,100.00%,Yes,SUV
1748,04-01-2024 23:21,300,100.00%,Yes,SUV
1749,04-01-2024 23:24,300,100.00%,Yes,SUV
1750,04-01-2024 23:27,300,100.00%,Yes,SUV
1751,04-01-2024 23:30,300,100.00%,Yes,SUV
1752,04-01-2024 23:33,300,100.00%,Yes,SUV
1753,04-01-2024 23:36,300,100.00%,Yes,SUV
1754,04-01-2024 23:39,300,100.00%,Yes,SUV
1755,04-01-2024 23:42,300,100.00%,Yes,SUV
1756,04-01-2024 23:45,300,100.00%,Yes,SUV
1757,04-01-2024 23:48,300,100.00%,Yes,SUV
1758,04-01-2024 23:51,300,100.00%,Yes,SUV
1759,04-01-2024 23:54,300,100.00%,Yes,SUV
1760,04-01-2024 23:57,300,100.00%,Yes,SUV
1761,05-01-2024 00:00,300,100.00%,Yes,SUV
1762,05-01-2024 00:03,300,100.00%,Yes,SUV
1763,05-01-2024 00:06,300,100.00%,Yes,SUV
1764,05-01-2024 00:09,300,100.00%,Yes,SUV
1765,05-01-2024 00:12,300,100.00%,Yes,SUV
1766,05-01-2024 00:15,300,100.00%,Yes,SUV
1767,05-01-2024 00:18,300,100.00%,Yes,SUV
1768,05-01-2024 00:21,300,100.00%,Yes,SUV
1769,05-01-2024 00:24,300,100.00%,Yes,SUV
1770,05-01-2024 00:27,300,100.00%,Yes,SUV
1771,05-01-2024 00:30,300,100.00%,Yes,SUV
1772,05-01-2024 00:33,300,100.00%,Yes,SUV
1773,05-01-2024 00:36,300,100.00%,Yes,SUV
1774,05-01-2024 00:39,300,100.00%,Yes,SUV
1775,05-01-2024 00:42,300,100.00%,Yes,SUV
1776,05-01-2024 00:45,300,100.00%,Yes,SUV
1777,05-01-2024 00:48,300,100.00%,Yes,SUV
1778,05-01-2024 00:51,300,100.00%,Yes,SUV
1779,05-01-2024 00:54,300,100.00%,Yes,SUV
1780,05-01-2024 00:57,300,100.00%,Yes,SUV
1781,05-01-2024 01:00,300,100.00%,Yes,SUV
1782,05-01-2024 01:03,300,100.00%,Yes,SUV
1783,05-01-2024 01:06,300,100.00%,Yes,SUV
1784,05-01-2024 01:09,300,100.00%,Yes,SUV
1785,05-01-2024 01:12,300,100.00%,Yes,SUV
1786,05-01-2024 01:15,300,100.00%,Yes,SUV
1787,05-01-2024 01:18,300,100.00%,Yes,SUV
1788,05-01-2024 01:21,300,100.00%,Yes,SUV
1789,05-01-2024 01:24,300,100.00%,Yes,SUV
1790,05-01-2024 01:27,300,100.00%,Yes,SUV
1791,05-01-2024 01:30,300,100.00%,Yes,SUV
1792,05-01-2024 01:33,300,100.00%,Yes,SUV
1793,05-01-2024 01:36,300,100.00%,Yes,SUV
1794,05-01-2024 01:39,300,100.00%,Yes,SUV
1795,05-01-2024 01:42,300,100.00%,Yes,SUV
1796,05-01-2024 01:45,300,100.00%,Yes,SUV
1797,05-01-2024 01:48,300,100.00%,Yes,SUV
1798,05-01-2024 01:51,300,100.00%,Yes,SUV
1799,05-01-2024 01:54,300,100.00%,Yes,SUV
1800,05-01-2024 01:57,300,100.00%,Yes,SUV
1801,05-01-2024 02:00,300,100.00%,Yes,SUV
1802,05-01-2024 02:03,300,100.00%,Yes,SUV
1803,05-01-2024 02:06,300,100.00%,Yes,SUV
1804,05-01-2024 02:09,300,100.00%,Yes,SUV
1805,05-01-2024 02:12,300,100.00%,Yes,SUV
1806,05-01-2024 02:15,300,100.00%,Yes,SUV
1807,05-01-2024 02:18,300,100.00%,Yes,SUV
1808,05-01-2024 02:21,300,100.00%,Yes,SUV
1809,05-01-2024 02:24,300,100.00%,Yes,SUV
1810,05-01-2024 02:27,300,100.00%,Yes,SUV
1811,05-01-2024 02:30,300,100.00%,Yes,SUV
1812,05-01-2024 02:33,300,100.00%,Yes,SUV
1813,05-01-2024 02:36,300,100.00%,Yes,SUV
1814,05-01-2024 02:39,300,100.00%,Yes,SUV
1815,05-01-2024 02:42,300,100.00%,Yes,SUV
1816,05-01-2024 02:45,300,100.00%,Yes,SUV
1817,05-01-2024 02:48,300,100.00%,Yes,SUV
1818,05-01-2024 02:51,300,100.00%,Yes,SUV
1819,05-01-2024 02:54,300,100.00%,Yes,SUV
1820,05-01-2024 02:57,300,100.00%,Yes,SUV
1821,05-01-2024 03:00,300,100.00%,Yes,SUV
1822,05-01-2024 03:03,300,100.00%,Yes,SUV
1823,05-01-2024 03:06,300,100.00%,Yes,SUV
1824,05-01-2024 03:09,300,100.00%,Yes,SUV
1825,05-01-2024 03:12,300,100.00%,Yes,SUV
1826,05-01-2024 03:15,300,100.00%,Yes,SUV
1827,05-01-2024 03:18,300,100.00%,Yes,SUV
1828,05-01-2024 03:21,300,100.00%,Yes,SUV
1829,05-01-2024 03:24,300,100.00%,Yes,SUV
1830,05-01-2024 03:27,300,100.00%,Yes,SUV
1831,05-01-2024 03:30,300,100.00%,Yes,SUV
1832,05-01-2024 03:33,300,100.00%,Yes,SUV
1833,05-01-2024 03:36,300,100.00%,Yes,SUV
1834,05-01-2024 03:39,300,100.00%,Yes,SUV
1835,05-01-2024 03:42,300,100.00%,Yes,SUV
1836,05-01-2024 03:45,300,100.00%,Yes,SUV
1837,05-01-2024 03:48,300,100.00%,Yes,SUV
1838,05-01-2024 03:51,300,100.00%,Yes,SUV
1839,05-01-2024 03:54,300,100.00%,Yes,SUV
1840,05-01-2024 03:57,300,100.00%,Yes,SUV
1841,05-01-2024 04:00,300,100.00%,Yes,SUV
1842,05-01-2024 04:03,300,100.00%,Yes,SUV
1843,05-01-2024 04:06,300,100.00%,Yes,SUV
1844,05-01-2024 04:09,300,100.00%,Yes,SUV
1845,05-01-2024 04:12,300,100.00%,Yes,SUV
1846,05-01-2024 04:15,300,100.00%,Yes,SUV
1847,05-01-2024 04:18,300,100.00%,Yes,SUV
1848,05-01-2024 04:21,300,100.00%,Yes,SUV
1849,05-01-2024 04:24,300,100.00%,Yes,SUV
1850,05-01-2024 04:27,300,100.00%,Yes,SUV
1851,05-01-2024 04:30,300,100.00%,Yes,SUV
1852,05-01-2024 04:33,300,100.00%,Yes,SUV
1853,05-01-2024 04:36,300,100.00%,Yes,SUV
1854,05-01-2024 04:39,300,100.00%,Yes,SUV
1855,05-01-2024 04:42,300,100.00%,Yes,SUV
1856,05-01-2024 04:45,300,100.00%,Yes,SUV
1857,05-01-2024 04:48,300,100.00%,Yes,SUV
1858,05-01-2024 04:51,300,100.00%,Yes,SUV
1859,05-01-2024 04:54,300,100.00%,Yes,SUV
1860,05-01-2024 04:57,300,100.00%,Yes,SUV
1861,05-01-2024 05:00,300,100.00%,Yes,SUV
1862,05-01-2024 05:03,300,100.00%,Yes,SUV
1863,05-01-2024 05:06,300,100.00%,Yes,SUV
1864,05-01-2024 05:09,300,100.00%,Yes,SUV
1865,05-01-2024 05:12,300,100.00%,Yes,SUV
1866,05-01-2024 05:15,300,100.00%,Yes,SUV
1867,05-01-2024 05:18,300,100.00%,Yes,SUV
1868,05-01-2024 05:21,300,100.00%,Yes,SUV
1869,05-01-2024 05:24,300,100.00%,Yes,SUV
1870,05-01-2024 05:27,300,100.00%,Yes,SUV
1871,05-01-2024 05:30,300,100.00%,Yes,SUV
1872,05-01-2024 05:33,300,100.00%,Yes,SUV
1873,05-01-2024 05:36,300,100.00%,Yes,SUV
1874,05-01-2024 05:39,300,100.00%,Yes,SUV
1875,05-01-2024 05:42,300,100.00%,Yes,SUV
1876,05-01-2024 05:45,300,100.00%,Yes,SUV
1877,05-01-2024 05:48,300,100.00%,Yes,SUV
1878,05-01-2024 05:51,300,100.00%,Yes,SUV
1879,05-01-2024 05:54,300,100.00%,Yes,SUV
1880,05-01-2024 05:57,300,100.00%,Yes,SUV
1881,05-01-2024 06:00,300,100.00%,Yes,SUV
1882,05-01-2024 06:03,300,100.00%,Yes,SUV
1883,05-01-2024 06:06,300,100.00%,Yes,SUV
1884,05-01-2024 06:09,300,100.00%,Yes,SUV
1885,05-01-2024 06:12,300,100.00%,Yes,SUV
1886,05-01-2024 06:15,300,100.00%,Yes,SUV
1887,05-01-2024 06:18,300,100.00%,Yes,SUV
1888,05-01-2024 06:21,300,100.00%,Yes,SUV
1889,05-01-2024 06:24,300,100.00%,Yes,SUV
1890,05-01-2024 06:27,300,100.00%,Yes,SUV
1891,05-01-2024 06:30,300,100.00%,Yes,SUV
1892,05-01-2024 06:33,300,100.00%,Yes,SUV
1893,05-01-2024 06:36,300,100.00%,Yes,SUV
1894,05-01-2024 06:39,300,100.00%,Yes,SUV
1895,05-01-2024 06:42,300,100.00%,Yes,SUV
1896,05-01-2024 06:45,300,100.00%,Yes,SUV
1897,05-01-2024 06:48,300,100.00%,Yes,SUV
1898,05-01-2024 06:51,300,100.00%,Yes,SUV
1899,05-01-2024 06:54,300,100.00%,Yes,SUV
1900,05-01-2024 06:57,300,100.00%,Yes,SUV
1901,05-01-2024 07:00,300,100.00%,Yes,SUV
1902,05-01-2024 07:03,300,100.00%,Yes,SUV
1903,05-01-2024 07:06,300,100.00%,Yes,SUV
1904,05-01-2024 07:09,300,100.00%,Yes,SUV
1905,05-01-2024 07:12,300,100.00%,Yes,SUV
1906,05-01-2024 07:15,300,100.00%,Yes,SUV
1907,05-01-2024 07:18,300,100.00%,Yes,SUV
1908,05-01-2024 07:21,300,100.00%,Yes,SUV
1909,05-01-2024 07:24,300,100.00%,Yes,SUV
1910,05-01-2024 07:27,300,100.00%,Yes,SUV
1911,05-01-2024 07:30,300,100.00%,Yes,SUV
1912,05-01-2024 07:33,300,100.00%,Yes,SUV
1913,05-01-2024 07:36,300,100.00%,Yes,SUV
1914,05-01-2024 07:39,300,100.00%,Yes,SUV
1915,05-01-2024 07:42,300,100.00%,Yes,SUV
1916,05-01-2024 07:45,300,100.00%,Yes,SUV
1917,05-01-2024 07:48,300,100.00%,Yes,SUV
1918,05-01-2024 07:51,300,100.00%,Yes,SUV
1919,05-01-2024 07:54,300,100.00%,Yes,SUV
1920,05-01-2024 07:57,300,100.00%,Yes,SUV
1921,05-01-2024 08:00,300,100.00%,Yes,SUV
1922,05-01-2024 08:03,300,100.00%,Yes,SUV
1923,05-01-2024 08:06,300,100.00%,Yes,SUV
1924,05-01-2024 08:09,300,100.00%,Yes,SUV
1925,05-01-2024 08:12,300,100.00%,Yes,SUV
1926,05-01-2024 08:15,300,100.00%,Yes,SUV
1927,05-01-2024 08:18,300,100.00%,Yes,SUV
1928,05-01-2024 08:21,300,100.00%,Yes,SUV
1929,05-01-2024 08:24,300,100.00%,Yes,SUV
1930,05-01-2024 08:27,300,100.00%,Yes,SUV
1931,05-01-2024 08:30,300,100.00%,Yes,SUV
1932,05-01-2024 08:33,300,100.00%,Yes,SUV
1933,05-01-2024 08:36,300,100.00%,Yes,SUV
1934,05-01-2024 08:39,300,100.00%,Yes,SUV
1935,05-01-2024 08:42,295,98.33%,Yes,SUV
1936,05-01-2024 08:45,294,98.00%,Yes,SUV
1937,05-01-2024 08:48,293,97.67%,Yes,SUV
1938,05-01-2024 08:51,292,97.33%,Yes,SUV
1939,05-01-2024 08:54,291,97.00%,Yes,SUV
1940,05-01-2024 08:57,290,96.67%,Yes,SUV
1941,05-01-2024 09:00,290,96.67%,Yes,SUV
1942,05-01-2024 09:03,270,90.00%,Yes,SUV
1943,05-01-2024 09:06,250,83.33%,Yes,SUV
1944,05-01-2024 09:09,240,80.00%,Yes,SUV
1945,05-01-2024 09:12,220,73.33%,Yes,SUV
1946,05-01-2024 09:15,205,68.33%,Yes,SUV
1947,05-01-2024 09:18,189,63.00%,Yes,SUV
1948,05-01-2024 09:21,173,57.67%,Yes,SUV
1949,05-01-2024 09:24,157,52.33%,Yes,SUV
1950,05-01-2024 09:27,141,47.00%,Yes,SUV
1951,05-01-2024 09:30,125,41.67%,Yes,SUV
1952,05-01-2024 09:33,109,36.33%,Yes,SUV
1953,05-01-2024 09:36,93,31.00%,Yes,SUV
1954,05-01-2024 09:39,77,25.67%,Yes,SUV
1955,05-01-2024 09:42,61,20.33%,Yes,SUV
1956,05-01-2024 09:45,45,15.00%,No,SUV
1957,05-01-2024 09:48,29,9.67%,No,SUV
1958,05-01-2024 09:51,13,4.33%,No,SUV
1959,05-01-2024 09:54,5,1.67%,No,SUV
1960,05-01-2024 09:57,0,0.00%,No,SUV
1961,05-01-2024 10:00,0,0.00%,No,SUV
1962,05-01-2024 10:03,0,0.00%,No,SUV
1963,05-01-2024 10:06,0,0.00%,No,SUV
1964,05-01-2024 10:09,0,0.00%,No,SUV
1965,05-01-2024 10:12,0,0.00%,No,SUV
1966,05-01-2024 10:15,0,0.00%,No,SUV
1967,05-01-2024 10:18,0,0.00%,No,SUV
1968,05-01-2024 10:21,0,0.00%,No,SUV
1969,05-01-2024 10:24,0,0.00%,No,SUV
1970,05-01-2024 10:27,0,0.00%,No,SUV
1971,05-01-2024 10:30,0,0.00%,No,SUV
1972,05-01-2024 10:33,0,0.00%,No,SUV
1973,05-01-2024 10:36,0,0.00%,No,SUV
1974,05-01-2024 10:39,0,0.00%,No,SUV
1975,05-01-2024 10:42,0,0.00%,No,SUV
1976,05-01-2024 10:45,0,0.00%,No,SUV
1977,05-01-2024 10:48,0,0.00%,No,SUV
1978,05-01-2024 10:51,0,0.00%,No,SUV
1979,05-01-2024 10:54,0,0.00%,No,SUV
1980,05-01-2024 10:57,0,0.00%,No,SUV
1981,05-01-2024 11:00,0,0.00%,No,SUV
1982,05-01-2024 11:03,0,0.00%,No,SUV
1983,05-01-2024 11:06,0,0.00%,No,SUV
1984,05-01-2024 11:09,0,0.00%,No,SUV
1985,05-01-2024 11:12,0,0.00%,No,SUV
1986,05-01-2024 11:15,0,0.00%,No,SUV
1987,05-01-2024 11:18,0,0.00%,No,SUV
1988,05-01-2024 11:21,0,0.00%,No,SUV
1989,05-01-2024 11:24,0,0.00%,No,SUV
1990,05-01-2024 11:27,0,0.00%,No,SUV
1991,05-01-2024 11:30,0,0.00%,No,SUV
1992,05-01-2024 11:33,0,0.00%,No,SUV
1993,05-01-2024 11:36,0,0.00%,No,SUV
1994,05-01-2024 11:39,0,0.00%,No,SUV
1995,05-01-2024 11:42,0,0.00%,No,SUV
1996,05-01-2024 11:45,0,0.00%,No,SUV
1997,05-01-2024 11:48,0,0.00%,No,SUV
1998,05-01-2024 11:51,0,0.00%,No,SUV
1999,05-01-2024 11:54,0,0.00%,No,SUV
2000,05-01-2024 11:57,0,0.00%,No,SUV
2001,05-01-2024 12:00,0,0.00%,No,SUV
2002,05-01-2024 12:03,0,0.00%,No,SUV
2003,05-01-2024 12:06,0,0.00%,No,SUV
2004,05-01-2024 12:09,0,0.00%,No,SUV
2005,05-01-2024 12:12,0,0.00%,No,SUV
2006,05-01-2024 12:15,0,0.00%,No,SUV
2007,05-01-2024 12:18,0,0.00%,No,SUV
2008,05-01-2024 12:21,0,0.00%,No,SUV
2009,05-01-2024 12:24,0,0.00%,No,SUV
2010,05-01-2024 12:27,0,0.00%,No,SUV
2011,05-01-2024 12:30,0,0.00%,No,SUV
2012,05-01-2024 12:33,0,0.00%,No,SUV
2013,05-01-2024 12:36,0,0.00%,No,SUV
